,Title,Year,Genre,Rating,Votes
38225,The Nanabijou Tapes,2014,"Horror,Mystery,Thriller",7.4,93
38226,Soul Boys of the Western World,2014,"Biography,Documentary,Music",6.9,480
38227,I Dream of Wires,2014,"Documentary,History,Music",6.6,593
38228,Vincent,2014,"Comedy,Drama,Fantasy",6.2,627
38229,Samrat & Co.,2014,"Mystery,Thriller",6.4,979
38230,Randy Bachman's Vinyl Tap: Every Song Tells a Story,2014,Music,8.6,5
38231,Appleseed Alpha,2014,"Action,Animation,Sci-Fi",6.6,7480
38232,Ana Badi'a Ya Wadi'a,2011,"Comedy,Drama",3.8,40
38233,Banana,2015,Comedy,6.7,201
38234,We Grew Up Here,2014,"Drama,Music",8.2,24
38235,408,2014,Sci-Fi,2.8,6
38236,Dil Bhi Khaali Jeb Bhi Khaali,2014,Action,6.1,9
38237,Closet Monster,2015,"Drama,Fantasy,Mystery",7.0,6580
38238,Sever,2018,Thriller,4.9,32
38239,Bring Us Your Women,2015,"Animation,History,Music",6.8,21
38240,Ciutat morta,2014,Documentary,7.7,319
38241,Hard Corner: Le Film,2014,Comedy,6.3,77
38242,White Sun,2016,"Adventure,Drama",7.0,375
38243,Famous Nathan,2014,Documentary,6.8,110
38244,Tawai: A Voice from the Forest,2017,Documentary,7.2,185
38245,Seventh Soldier,2014,"History,Thriller,War",4.4,5
38246,Onnum Mindathe,2014,Drama,5.0,67
38247,Stranger in the House,2015,"Horror,Mystery,Thriller",4.5,205
38248,Greetings from the North,2015,Comedy,5.1,378
38249,The Other Side of November,2016,Drama,7.1,311
38250,Dangerous Mind of a Hooligan,2014,Crime,3.3,375
38251,He Who Dares: Downing Street Siege,2014,"Action,Crime,Thriller",2.7,660
38252,Allied,2016,"Action,Drama,Romance",7.1,125741
38253,I Smile Back,2015,Drama,6.1,4636
38254,Ever the Land,2015,Documentary,7.9,14
38255,Kim Dotcom: Caught in the Web,2017,"Biography,Documentary,Thriller",7.0,1105
38256,Diary of an Ugly,2014,"Comedy,Drama,Romance",6.2,437
38257,Hashtag Luv Swag,2015,Comedy,5.7,13
38258,Koyelaanchal,2014,"Action,Drama",5.7,234
38259,My Talk with Florence,2015,"Biography,Documentary,Drama",7.9,36
38260,Ingenium,2018,Thriller,5.8,15
38261,Baratometrajes 2.0: El Futuro del Cine Hecho en Espana,2014,"Comedy,Documentary,History",8.7,10
38262,Baratometrajes 2.0,2014,Documentary,8.2,13
38263,Zagros,2017,Drama,6.3,308
38264,When the World Came to San Francisco,2015,"Biography,Documentary,Drama",8.1,8
38265,Will Work for Free,2013,Documentary,8.0,63
38266,Real Fear 2: The Truth Behind More Movies,2013,"Documentary,Horror",5.8,33
38267,Life Eternal,2015,"Comedy,Crime,Thriller",7.2,2054
38268,Cowboy Drifter,2017,Drama,7.4,14
38269,Mississippi Shakedown,2014,Action,3.1,17
38270,Imber's Left Hand,2014,"Biography,Documentary,Drama",8.1,13
38271,Glass Jaw,2018,"Drama,Sport,Thriller",7.4,3662
38272,Chocolate Oyster,2018,"Drama,Romance",6.8,17
38273,Revenge: A Love Story,2014,Thriller,7.8,8
38274,Thom & Dusty Go to Mexico: The Lost Treasure,2014,Family,5.1,8
38275,Bb,2016,"Drama,Mystery,Thriller",5.2,38
38276,La Garde,2014,Drama,6.1,61
38277,Petits bonheurs,2016,Drama,6.9,12
38278,Censor Must Die,2014,"Adventure,Documentary,News",7.1,8
38279,Ricky Rapper and the Miser from Seville,2015,Family,5.2,88
38280,Stevie D,2016,"Comedy,Crime,Drama",5.0,187
38281,Two Bedrooms,2014,"Comedy,Horror,Mystery",7.0,6
38282,Dear Dictator,2014,Drama,4.8,10
38283,The Princess and the Magic Mirror,2014,"Adventure,Animation",5.5,91
38284,The Truth About Beauty,2014,"Comedy,Drama",5.0,134
38285,Thief of the Mind,2011,Crime,7.7,102
38286,Heaven on Earth,2015,"Comedy,Drama,Music",4.7,656
38287,Istintobrass,2013,"Biography,Documentary",7.2,24
38288,B'ella,2014,"Drama,Family",3.8,5
38289,El-Mahragan,2014,"Drama,Music",3.2,14
38290,The Xpose,2014,Thriller,3.3,1404
38291,Nat King Cole: Afraid of the Dark,2014,"Biography,Documentary,Music",7.0,404
38292,The Gold Bug,2014,"Drama,History",6.6,101
38293,About 12,2014,Drama,6.7,110
38294,French Dolls,2014,Comedy,4.5,82
38295,Element,2016,Thriller,3.5,148
38297,Broken Cross,2016,"Drama,Horror,Thriller",5.7,14
38298,Final Act,2015,Horror,5.0,7
38299,72 Miles Ek Pravas,2013,"Biography,Drama",7.9,784
38300,Doe Maar Dit is Alles,2013,Documentary,7.6,47
38301,The Newburgh Sting,2014,Documentary,7.4,399
38302,Abgeschnitten,2018,"Action,Crime,Horror",6.7,974
38303,La carga,2016,"Drama,Romance",6.6,171
38304,Encadenados,2015,"Drama,Romance",4.0,6
38305,Tenaliraman,2014,"Comedy,History",5.4,217
38306,Aal,2014,Thriller,5.0,40
38307,Amara Kaaviyam,2014,"Romance,Thriller",7.0,290
38308,Angel's Bounty,2015,Comedy,4.1,28
38309,"I, Afrikaner",2013,"Documentary,Drama,Family",7.7,14
38310,Sworn Virgin,2015,Drama,6.3,850
38311,Let's Sin,2014,"Action,Crime,Drama",7.9,9738
38312,People Get Eaten,2015,"Comedy,Drama",6.6,428
38313,Blood Hunters,2016,"Horror,Thriller",4.1,319
38314,The Photographer,2014,"Action,Crime,Thriller",6.1,360
38315,Body of Deceit,2015,"Mystery,Romance,Thriller",4.2,242
38316,Someone You Love: The HPV Epidemic,2014,"Biography,Documentary",8.4,117
38317,Mongolian Princess,2015,"Drama,Romance",6.1,17
38318,Il mondo fino in fondo,2013,"Comedy,Drama",6.5,88
38319,Attack on Titan Crimson Bow and Arrow,2014,"Action,Adventure,Animation",7.5,811
38320,Attack on Titan: The Wings of Freedom,2015,"Action,Animation,Fantasy",7.6,584
38321,Cuinant,2014,"Comedy,Drama",7.5,8
38322,The Suicide Pact,2014,Horror,3.8,6
38323,Agave Is Life,2014,"Documentary,History",6.8,5
38324,Miriam Beerman: Expressing the Chaos,2015,"Biography,Documentary",7.4,10
38325,Monkey in the Middle,2014,Family,6.0,92
38326,The Abolitionists,2016,"Crime,Documentary,Drama",8.6,88
38327,Blood Father,2016,"Action,Crime,Drama",6.4,52184
38328,A Chair Fit for an Angel,2014,"Documentary,History,Music",7.8,5
38329,Juarez 2045,2017,"Action,Adventure,Sci-Fi",2.8,181
38330,Altar Egos,2017,"Comedy,Family",4.3,66
38331,Plastic Galaxy: The Story of Star Wars Toys,2014,"Documentary,History,Sci-Fi",6.5,488
38332,The Oasis,2013,"Drama,Sci-Fi,Thriller",7.1,8
38333,High Kick Angels,2014,Action,6.9,149
38334,Vow,2014,Drama,8.4,7
38335,"Si je suis perdu, c'est pas grave",2014,"Documentary,Drama",5.4,10
38336,Who Owns Water,2014,"Adventure,Documentary,History",8.8,5
38337,The Trick or Treaters,2016,Horror,4.5,25
38339,El último verano,2014,Drama,6.9,10
38340,Una canción coreana,2014,"Biography,Documentary,Music",6.5,6
38341,Stone Cold Jane Austen,2015,"Biography,Comedy,Music",7.1,14
38342,The Snake Brothers,2015,"Comedy,Drama",7.1,431
38343,Brothers,2015,Documentary,7.7,310
38344,Roh's Beauty,2014,Drama,3.6,233
38345,Tudo Por Amor ao Cinema,2015,"Biography,Documentary",6.8,12
38346,Legacy,2015,"Drama,Horror,Thriller",7.0,8
38347,Este Does Not Make a Movie,2014,Comedy,9.0,16
38348,Yellow,2014,"Drama,Family,Sport",8.3,63
38349,In the Shadow of Women,2015,"Drama,Romance",6.5,1196
38350,Ti sposo ma non troppo,2014,Comedy,5.4,142
38351,Quarter Bin,2015,Comedy,5.0,20
38352,Le Accelerator,2017,Crime,7.3,16
38353,La moitié du ciel,2015,Drama,6.5,10
38354,Gangsters Incorporated,2015,"Action,Comedy",7.6,38
38355,Divine Access,2015,"Comedy,Drama",5.7,266
38356,Immunity,2014,Thriller,7.0,22
38357,Barn Wedding,2015,"Comedy,Drama",6.7,20
38358,Bikini Swamp Girl Massacre,2014,Horror,3.1,152
38359,Espionage Tonight,2017,"Action,Comedy",5.8,623
38360,Fire at Sea,2016,Documentary,6.8,4861
38361,A Snake Gives Birth to a Snake,2014,"Documentary,Music,War",8.4,8
38362,Escape from Ensenada,2017,"Action,Adventure,Comedy",5.4,546
38363,Homem Comum,2015,"Documentary,Drama",7.5,35
38364,Haunted School: The Curse of the Word Spirit,2014,Horror,5.8,65
38365,Guardian,2014,"Action,Thriller",4.4,138
38366,Vamp Bikers Dos,2015,Horror,7.2,16
38367,The Tragedy,2015,"Drama,Horror",4.8,114
38368,Morris from America,2016,"Comedy,Drama,Romance",6.2,4691
38369,Parankimala,2014,Romance,4.5,12
38370,Oo Nina Bobo,2014,Horror,5.8,37
38371,ID2: Shadwell Army,2016,Action,4.4,422
38372,Scramble,2017,Crime,2.7,166
38373,Karinca Kapani,2014,"Crime,Thriller",5.5,169
38374,Ivan and the Dogs,2017,Drama,6.9,116
38375,"Sperduti nel buio: storia di un film che c'era e non si trova più, e di un cinema che non c'era ma che si voleva fare a tutti i costi",2014,Documentary,8.2,6
38376,Francis of Buenos Aires,2014,Documentary,3.8,6
38377,Superpai,2015,Comedy,5.4,218
38378,The Dark Stranger,2015,"Animation,Drama,Horror",4.4,531
38379,Semiprofesionales,2013,Comedy,5.3,12
38380,Hangover,2014,Comedy,3.7,59
38381,Violetta: La Emoción del Concierto,2014,"Documentary,Music",7.7,69
38382,Gaming In Color,2015,"Biography,Documentary,History",6.9,92
38383,Inhumanity,2017,"Action,Horror,Mystery",4.9,92
38384,Rape Zombie: Lust of the Dead 4,2014,Horror,5.8,87
38385,The Godmother,2014,Documentary,7.4,12
38386,Murder Junkie,2014,"Crime,Drama,Fantasy",6.7,7
38387,Les États-Désunis du Canada,2012,"Documentary,History",6.2,15
38388,Xoca,2012,Drama,7.1,160
38389,Vampyres,2015,Horror,3.3,687
38390,Kushuthara: Pattern of Love,2017,"Drama,Romance",8.1,16
38391,Mostly Dead,2014,Horror,3.2,13
38392,Creep 2,2017,"Horror,Thriller",6.4,13080
38393,Art and Craft,2014,Documentary,7.1,1306
38394,Merry Ex-Mas,2014,"Comedy,Drama,Family",4.6,351
38395,Life Is a Dream,2014,"Documentary,Drama,Family",8.7,6
38396,I Sell Love,2014,"Drama,Romance",5.9,59
38397,Mandira Filozofu,2013,Comedy,6.7,3117
38398,Cien años de perdón,2016,"Crime,Thriller",6.3,5355
38399,La Statue de la Liberté naissance d'un symbole,2014,"Biography,History",7.7,7
38400,Mein Bad Kreuznach,2011,Documentary,6.5,92
38401,Fishermen's Conversations,2014,Documentary,8.8,12
38402,Girlhood,2014,Drama,6.9,6622
38403,Periscope,2013,Drama,5.2,33
38404,Thomas & Friends: Sodor's Legend of the Lost Treasure,2015,"Adventure,Animation,Comedy",6.4,243
38405,Let's Be Evil,2016,"Horror,Sci-Fi,Thriller",4.4,6251
38406,Israel: Facing the Future,2013,Documentary,6.4,8
38407,The Valley of the Heroes,2013,"Documentary,News",7.2,5
38408,The Olive Tree,2016,"Comedy,Drama",6.9,2718
38409,Hermann mit der Schneeschaufel,2014,"Adventure,Comedy,Horror",6.5,22
38410,Hold'em,2014,"Action,Horror,Thriller",6.2,8
38411,It's a Rockabilly World!,2016,Documentary,7.3,30
38412,Peter and John,2015,Drama,7.2,20
38413,21 Years: Richard Linklater,2014,"Biography,Documentary",6.6,552
38414,Rowdy,2014,"Crime,Drama",8.0,1175
38415,DOTA: Nakakabaliw,2014,Drama,2.9,17
38416,Farewell Halong,2017,Documentary,8.7,14
38417,Vedivazhipadu,2013,Comedy,5.0,101
38418,Yuchi Gong: The Door God,2012,"Action,Adventure,Drama",4.9,8
38419,Vares: The Sheriff,2015,"Crime,Mystery",5.4,466
38420,"Love, Hate & Security",2014,"Action,Romance,Thriller",5.4,17
38421,Shagal - Malevich,2014,"Biography,Drama,History",6.0,82
38422,Magyar retró 2,2014,Documentary,7.7,46
38423,Hinterdupfing,2014,"Comedy,Family",5.0,87
38424,Modris,2014,Drama,6.7,358
38425,Cel ales,2015,Drama,6.9,202
38426,Másik Magyarország,2013,Documentary,8.8,8
38427,Städtebewohner,2014,Documentary,5.2,10
38428,"She, The Stranger",2014,"Drama,Mystery,Thriller",6.3,35
38430,Hannah: Buddhism's Untold Journey,2014,"Biography,Documentary,History",7.2,112
38431,Forever Into Space,2015,"Comedy,Drama",7.6,5
38432,Déjame Vivir,2014,Adventure,8.2,45
38433,A Light in the Woods,2014,Horror,7.3,6
38434,Misconduct,2016,"Crime,Drama,Mystery",5.3,13550
38435,Peter Gabriel: Live in Athens 1987,2013,Music,8.7,54
38436,The Closer,2015,"Action,Crime,Drama",8.0,24
38437,Pour que plus jamais,2014,Drama,2.5,6
38438,Los Hermanos - Esse É Só o Começo do Fim da Nossa Vida,2015,"Documentary,Music",6.7,11
38439,Deadly Famous,2014,Horror,5.2,31
38440,The Blackout Experiment,2014,"Drama,Horror,Thriller",5.4,32
38441,The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,680116
38442,Dead Banging,2013,"Comedy,Horror",6.2,23
38443,Blood Sugar Baby,2014,"Action,Comedy,Crime",4.8,9
38444,Songs She Wrote About People She Knows,2014,"Comedy,Music,Musical",6.8,50
38445,Blackness,2014,"Drama,Sci-Fi",6.2,75
38446,Florian,2016,Documentary,8.5,22
38447,Taxi,2015,"Comedy,Drama,Romance",5.9,387
38448,The Nerd's Confession,2016,Drama,6.3,55
38449,Party Girl,2014,Drama,6.4,985
38450,Gruber geht,2015,Drama,7.1,144
38451,Happy Hour,2015,"Comedy,Drama",6.0,66
38452,Worst Case Scenario,2014,"Comedy,Drama",5.6,48
38453,Monkey Kingdom,2015,Documentary,7.3,3400
38454,Giuseppe Makes a Movie,2014,Documentary,7.8,146
38455,Septembers of Shiraz,2015,Thriller,6.1,3338
38456,Parabellum,2015,Sci-Fi,5.3,132
38457,Psychotica,2015,"Crime,Drama,Thriller",5.9,8
38458,Tailgate,2015,"Drama,Thriller",7.7,94
38459,Pretty Broken,2018,"Comedy,Drama",6.5,566
38460,Triunfo,2014,Documentary,6.2,5
38461,O Mercado de Notícias,2014,"Documentary,Drama",7.5,118
38462,Exorcismo Documentado,2012,Horror,5.7,35
38463,Life After Death,2014,"Biography,Comedy,Documentary",7.1,8
38464,Soul Mates,2014,Romance,7.1,9
38465,A Girl at My Door,2014,Drama,6.9,2053
38466,Mooirivier,2015,"Comedy,Drama,Romance",6.0,65
38467,Gangster,2014,"Action,Crime,Thriller",3.2,402
38468,7th Day,2014,"Mystery,Thriller",6.9,1875
38469,One More Time,2015,"Comedy,Drama,Music",5.3,1947
38470,The Other Man: F.W. de Klerk and the End of Apartheid,2014,"Biography,Documentary,History",7.5,24
38471,Belzebuth,2017,Horror,6.1,288
38472,Batallas Intimas,2016,Documentary,7.7,37
38473,Death Blog,2014,Horror,2.4,9
38474,Dollars for a Saint,2014,Documentary,7.3,6
38475,Fotograf,2015,"Biography,Comedy,Drama",6.2,297
38476,Balayi,2014,Romance,2.6,78
38477,Muska,2014,"Drama,Horror,Thriller",3.4,435
38478,Americana,2016,Drama,6.1,21
38479,Tú y yo,2014,"Comedy,Documentary,Drama",7.7,18
38480,In Her Place,2014,Drama,7.3,103
38481,Finding Gaston,2014,"Documentary,Drama",7.1,50
38482,"Melody Makers, Should've Been There",2017,"Biography,Documentary,History",8.0,6
38483,Without Me,2014,Drama,4.6,137
38484,So B. It,2016,Drama,6.8,342
38485,Heatstroke,2013,"Action,Drama,Thriller",4.8,2622
38486,Cabin of Errors,2016,"Comedy,Romance",6.6,26
38487,Madtown,2016,"Drama,Thriller",6.4,616
38488,I Am Evel Knievel,2014,Documentary,6.6,344
38489,Union Bound,2016,"Action,Drama,History",6.4,54
38490,August Falls,2017,"Drama,Mystery,Thriller",5.9,65
38491,Dream of a Shadow,2016,Drama,3.8,9
38492,La musica provata,2014,"Biography,Documentary,Music",7.8,8
38493,Abo So,2013,"Comedy,Drama,Musical",7.2,11
38494,Sicarivs: the Night and the Silence,2015,Thriller,6.3,322
38495,Mau Mau Maria,2014,"Comedy,Drama,Romance",5.7,482
38496,Rhythm of the Rain,2013,"Drama,Romance",6.0,64
38497,Backgammon,2014,Drama,6.6,51
38498,IJspaard,2014,"Drama,Mystery",5.1,7
38499,MDMA,2017,"Crime,Drama",5.6,429
38500,Sheep in the Night,2010,Drama,1.6,13
38501,En prest og en plage,2014,"Biography,Documentary",6.9,38
38502,Bredo Greve - Filmrebell,2014,"Biography,Documentary",8.3,29
38503,Los Scandalous - Skid Row,2014,"Documentary,Drama,News",7.6,388
38504,Beyond the Sky,2018,"Mystery,Sci-Fi,Thriller",6.0,2976
38505,Nowhere,2014,"Drama,Horror,Thriller",6.6,8
38506,A Meeting of the Minds,2016,"Crime,Drama,Thriller",8.4,58
38507,Hong hun,2014,Horror,5.3,18
38508,Khun Phan,2016,"Action,History,Thriller",5.7,162
38509,If There's a Hell Below,2016,"Drama,Mystery,Thriller",4.2,304
38510,The Dark Shack,2015,"Horror,Thriller",6.4,41
38511,Hollywood,2015,"Comedy,Drama",5.2,5
38512,Armi Alive!,2015,"Biography,Drama",5.6,219
38513,Estos Días,2014,Drama,5.6,8
38514,The Red Turtle,2016,"Animation,Fantasy",7.5,25061
38515,Gachiban: Ultra Max,2014,Action,7.7,11
38516,H.,2014,"Drama,Sci-Fi,Thriller",5.9,443
38517,Coffee Bloom,2015,Drama,6.5,98
38518,Fascism Inc.,2014,"Documentary,History,News",8.2,227
38519,Beach Massacre at Kill Devil Hills,2016,Horror,2.8,169
38520,Copa de Elite,2014,Comedy,4.2,444
38521,Scarewaves,2014,Horror,4.4,142
38522,Juste avant l'orage,2013,"Documentary,History",6.9,7
38523,Jack bestelt een broertje,2015,"Adventure,Family",5.9,94
38524,Barabbas,2014,"Drama,History",5.5,11
38525,Closer,2015,Drama,5.7,172
38526,Bon Lin,2014,"Adventure,Comedy,Drama",6.1,42
38527,What Love Will Make You Do,2015,"Comedy,Drama,Romance",5.8,8
38528,Suurlemoen!,2014,"Comedy,Drama,Music",5.6,35
38529,Boss,2013,Action,6.1,241
38530,Symbiote,2015,Sci-Fi,6.4,11
38531,A Grain of Truth,2015,"Crime,Thriller",6.7,966
38532,Escaping Riga,2014,"Biography,Documentary",6.9,42
38533,Do Not Disturb,2014,Comedy,5.6,1986
38534,Natural Selection,2016,"Drama,Thriller",5.2,1594
38535,The Breakup Guru,2014,Comedy,4.3,416
38536,Still Loved,2015,Documentary,9.3,6
38537,Bangalore Days,2014,"Comedy,Drama,Romance",8.3,12922
38538,Before Her Time: Decommissioning Enterprise,2014,Documentary,8.6,5
38539,101 Chodhyangal?,2013,"Drama,Family",7.2,80
38540,Brew Hampshire,2016,Documentary,8.2,6
38542,El color que cayó del cielo,2014,Documentary,7.0,30
38543,Stori Tumbuna: Ancestors' Tales,2011,"Adventure,Documentary,Drama",7.8,8
38544,Dressed to Marry,2014,Comedy,4.2,167
38546,Bodom,2014,"Horror,Mystery,Thriller",5.6,308
38547,Palio,2015,"Documentary,Drama,Sport",7.3,586
38548,Certifiée Halal,2014,Comedy,3.7,29
38549,The Cave Connection: Into the Unknown,2015,"Adventure,Documentary",8.0,5
38550,David Bowie Is Happening Now,2013,Documentary,7.3,108
38551,Amador,2014,Drama,5.6,8
38552,Kalavryta: People and Shadows,2014,"Documentary,History,War",7.3,7
38553,Avec la gauche,2014,Documentary,8.4,5
38554,Play with Me,2014,Thriller,4.4,11
38555,The Mourner,2015,Drama,6.2,30
38556,Learning to Ride,2014,Drama,8.2,11
38557,Dealer,2014,"Action,Crime,Thriller",6.3,494
38558,Dragged,2016,Documentary,4.3,42
38559,Turbulence,2014,Drama,6.8,8
38560,The Bandit Hound,2016,Comedy,6.4,68
38561,Emerson Lake & Palmer: 40th Anniversary Reunion Concert,2011,Documentary,7.4,11
38562,Natural Born Pranksters,2016,Comedy,3.6,3475
38563,Chasing Solace,2015,Comedy,6.2,6
38564,Witness to Gettysburg,2013,"Documentary,Drama,History",8.2,8
38565,When I'm with You,2015,Drama,7.5,33
38566,Free Fall,2014,"Comedy,Drama",6.7,1041
38567,Chithirayil Nilachoru,2013,Drama,4.2,5
38568,Holding the Man,2015,"Biography,Drama,Romance",7.3,8642
38569,Tabloid Truth,2014,"Crime,Thriller",6.4,356
38570,Ragalaipuram,2013,Drama,4.5,12
38571,Hardkor Disko,2014,Drama,5.6,466
38572,Praise the Lord,2014,Drama,3.0,159
38573,Noël Coward's Private Lives,2013,Comedy,8.2,33
38574,Barney: Happy Birthday Barney!,2014,Family,3.8,5
38575,Tobou Bhalobashi,2013,Action,5.4,5
38576,Anna K.,2015,"Comedy,Drama,Fantasy",5.3,9
38577,I Am Here,2014,"Documentary,Music",5.4,28
38578,The Land of Silence,2014,Drama,7.0,20
38579,Hawaii the Stolen Paradise,2014,"Documentary,History,News",6.1,10
38580,Jag stannar tiden,2014,"Biography,Documentary,War",7.8,43
38581,Cows Wearing Glasses,2014,"Drama,Family",7.7,42
38582,Cómo sobrevivir a una despedida,2015,Comedy,4.6,792
38583,Istanbul United,2014,"Documentary,History,Sport",6.9,124
38584,Cartoonists: Footsoldiers of Democracy?,2014,Documentary,6.9,118
38585,Pottersville,2017,Comedy,5.3,2854
38586,Slovensko 2.0,2014,"Animation,Comedy,Drama",5.2,38
38587,Journey Through China,2015,Drama,6.5,190
38588,Soy Ringo,2014,"Biography,Documentary,Sport",7.0,5
38589,Fulboy,2015,"Biography,Documentary,Sport",4.6,135
38590,Dekh Tamasha Dekh,2014,Comedy,6.1,268
38591,Reunion,2015,Comedy,5.2,1976
38592,Turbo Kid,2015,"Action,Adventure,Comedy",6.7,23947
38593,Dragon Blade,2015,"Action,Adventure,Drama",6.0,16672
38594,Porch Stories,2014,"Drama,Music,Romance",8.0,14
38595,Le paradoxe de John Malkovich,2014,"Biography,Documentary",8.5,6
38596,"Burning, Burning",2015,"Drama,Fantasy,Mystery",3.3,32
38597,Anna,2015,Drama,6.8,106
38598,State of Bacon,2014,Comedy,8.1,30
38599,Kolumpo,2013,Drama,8.0,12
38600,Maria no chibusa,2014,Crime,5.5,10
38601,Tokyo Fantasy: Sekai no Owari,2014,Documentary,9.2,5
38602,Justice Served,2015,Thriller,4.5,33
38603,Princess Jellyfish,2014,Comedy,6.3,281
38604,Dutch Hollow,2015,"Crime,Horror,Thriller",5.4,10
38605,Aku,2014,Animation,7.8,6
38606,Life Is Elsewhere,2014,Drama,5.6,169
38607,Sorry Guys,2017,"Comedy,Drama",5.9,18
38608,When You No Longer Love Me,2018,"Crime,Drama,Mystery",6.5,169
38609,Un fidanzato per mia moglie,2014,Comedy,5.5,371
38610,Ring Master,2014,"Drama,Romance",4.6,328
38611,The Salt of the Earth,2014,"Biography,Documentary,History",8.4,17262
38612,Little Crushes,2014,Drama,5.7,114
38613,The Lick Movie,2013,"Action,Crime,Drama",8.0,6
38614,Lovemilla,2015,"Comedy,Romance,Sci-Fi",5.6,229
38615,Subject 0: Shattered Memories,2015,Thriller,5.8,97
38616,Blood Cells,2014,Drama,7.2,75
38617,Connected by Coffee,2014,"Adventure,Documentary",7.9,12
38618,The Night Seekers,2014,Horror,2.8,33
38619,Len and Company,2015,"Comedy,Drama",6.1,451
38620,Seducción (aka Secreto De Amor),2014,Drama,6.4,9
38621,That Lovely Girl,2014,Drama,5.3,108
38622,"Silvered Water, Syria Self-Portrait",2014,"Documentary,War",7.5,260
38623,Maidan,2014,Documentary,6.4,795
38624,French Dirty,2015,"Comedy,Drama",5.4,136
38625,Fifth Floor,2014,Drama,3.2,9
38626,Merchants of Doubt,2014,Documentary,7.7,3342
38627,The Paper Store,2016,"Drama,Romance",6.3,114
38628,This Is a Wasteland,2013,"Documentary,Music",9.2,25
38629,The Spectacular Jihad of Taz Rahim,2015,"Comedy,Crime,Drama",6.1,17
38630,Yakuza Apocalypse,2015,"Action,Comedy,Horror",5.5,3312
38631,Unto the Dusk,2015,Drama,7.1,34
38632,Gyeongju,2014,Drama,7.0,192
38633,Sensitive Floor,2014,"Comedy,Drama",5.6,1102
